air_store_id,visit_date,visitors,day_of_week,holiday_flg,month,day,year,week_of_year,day_of_week_num,is_weekend,air_genre_name,air_area_name,latitude,longitude,reserved_visitors_sum,reservation_count,reserved_visitors_mean,avg_reserve_lead_days,has_reservation_data,visitors_lag_1,visitors_lag_7,visitors_lag_14,visitors_lag_28,visitors_rolling_7_mean,visitors_rolling_14_mean,visitors_rolling_28_mean
air_5c817ef28f236bdf,2016-08-06,46,Saturday,0,8,6,2016,31,5,1,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,45.0,67.0,50.0,88.0,37.142857142857146,35.214285714285715,43.17857142857143
air_5c817ef28f236bdf,2016-08-07,33,Sunday,0,8,7,2016,31,6,1,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,46.0,30.0,45.0,58.0,34.142857142857146,34.92857142857143,41.67857142857143
air_5c817ef28f236bdf,2016-08-08,29,Monday,0,8,8,2016,32,0,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,33.0,18.0,16.0,43.0,34.57142857142857,34.07142857142857,40.785714285714285
air_5c817ef28f236bdf,2016-08-09,17,Tuesday,0,8,9,2016,32,1,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,29.0,27.0,26.0,38.0,36.142857142857146,35.0,40.285714285714285
air_5c817ef28f236bdf,2016-08-10,52,Wednesday,0,8,10,2016,32,2,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,17.0,47.0,23.0,21.0,34.714285714285715,34.357142857142854,39.535714285714285
air_5c817ef28f236bdf,2016-08-11,67,Thursday,1,8,11,2016,32,3,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,52.0,26.0,35.0,39.0,35.42857142857143,36.42857142857143,40.642857142857146
air_5c817ef28f236bdf,2016-08-12,44,Friday,0,8,12,2016,32,4,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,67.0,45.0,38.0,43.0,41.285714285714285,38.714285714285715,41.642857142857146
air_5c817ef28f236bdf,2016-08-13,44,Saturday,1,8,13,2016,32,5,1,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,44.0,46.0,67.0,88.0,41.142857142857146,39.142857142857146,41.67857142857143
air_5c817ef28f236bdf,2016-08-14,32,Sunday,1,8,14,2016,32,6,1,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,44.0,33.0,30.0,66.0,40.857142857142854,37.5,40.107142857142854
air_5c817ef28f236bdf,2016-08-15,56,Monday,1,8,15,2016,33,0,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,32.0,29.0,18.0,48.0,40.714285714285715,37.642857142857146,38.892857142857146
air_5c817ef28f236bdf,2016-08-16,22,Tuesday,0,8,16,2016,33,1,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,56.0,17.0,27.0,23.0,44.57142857142857,40.357142857142854,39.17857142857143
air_5c817ef28f236bdf,2016-08-17,18,Wednesday,0,8,17,2016,33,2,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,22.0,52.0,47.0,30.0,45.285714285714285,40.0,39.142857142857146
air_5c817ef28f236bdf,2016-08-18,23,Thursday,0,8,18,2016,33,3,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,18.0,67.0,26.0,22.0,40.42857142857143,37.92857142857143,38.714285714285715
air_5c817ef28f236bdf,2016-08-19,48,Friday,0,8,19,2016,33,4,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,23.0,44.0,45.0,109.0,34.142857142857146,37.714285714285715,38.75
air_5c817ef28f236bdf,2016-08-20,55,Saturday,0,8,20,2016,33,5,1,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,48.0,44.0,46.0,50.0,34.714285714285715,37.92857142857143,36.57142857142857
air_5c817ef28f236bdf,2016-08-21,20,Sunday,0,8,21,2016,33,6,1,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,55.0,32.0,33.0,45.0,36.285714285714285,38.57142857142857,36.75
air_5c817ef28f236bdf,2016-08-22,25,Monday,0,8,22,2016,34,0,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,20.0,56.0,29.0,16.0,34.57142857142857,37.642857142857146,35.857142857142854
air_5c817ef28f236bdf,2016-08-23,24,Tuesday,0,8,23,2016,34,1,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,25.0,22.0,17.0,26.0,30.142857142857142,37.357142857142854,36.17857142857143
air_5c817ef28f236bdf,2016-08-24,23,Wednesday,0,8,24,2016,34,2,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,24.0,18.0,52.0,23.0,30.428571428571427,37.857142857142854,36.107142857142854
air_5c817ef28f236bdf,2016-08-25,28,Thursday,0,8,25,2016,34,3,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,23.0,23.0,67.0,35.0,31.142857142857142,35.785714285714285,36.107142857142854
air_5c817ef28f236bdf,2016-08-26,27,Friday,0,8,26,2016,34,4,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,28.0,48.0,44.0,38.0,31.857142857142858,33.0,35.857142857142854
air_5c817ef28f236bdf,2016-08-27,55,Saturday,0,8,27,2016,34,5,1,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,27.0,55.0,44.0,67.0,28.857142857142858,31.785714285714285,35.464285714285715
air_5c817ef28f236bdf,2016-08-28,54,Sunday,0,8,28,2016,34,6,1,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,55.0,20.0,32.0,30.0,28.857142857142858,32.57142857142857,35.035714285714285
air_5c817ef28f236bdf,2016-08-29,26,Monday,0,8,29,2016,35,0,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,54.0,25.0,56.0,18.0,33.714285714285715,34.142857142857146,35.892857142857146
air_5c817ef28f236bdf,2016-08-30,25,Tuesday,0,8,30,2016,35,1,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,26.0,24.0,22.0,27.0,33.857142857142854,32.0,36.17857142857143
air_5c817ef28f236bdf,2016-08-31,41,Wednesday,0,8,31,2016,35,2,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,25.0,23.0,18.0,47.0,34.0,32.214285714285715,36.107142857142854
air_5c817ef28f236bdf,2016-09-01,10,Thursday,0,9,1,2016,35,3,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,41.0,28.0,23.0,26.0,36.57142857142857,33.857142857142854,35.892857142857146
air_5c817ef28f236bdf,2016-09-02,32,Friday,0,9,2,2016,35,4,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,10.0,27.0,48.0,45.0,34.0,32.92857142857143,35.32142857142857
air_5c817ef28f236bdf,2016-09-03,89,Saturday,0,9,3,2016,35,5,1,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,32.0,55.0,55.0,46.0,34.714285714285715,31.785714285714285,34.857142857142854
air_5c817ef28f236bdf,2016-09-04,39,Sunday,0,9,4,2016,35,6,1,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,89.0,54.0,20.0,33.0,39.57142857142857,34.214285714285715,36.392857142857146
air_5c817ef28f236bdf,2016-09-05,32,Monday,0,9,5,2016,36,0,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,39.0,26.0,25.0,29.0,37.42857142857143,35.57142857142857,36.607142857142854
air_5c817ef28f236bdf,2016-09-06,22,Tuesday,0,9,6,2016,36,1,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,32.0,25.0,24.0,17.0,38.285714285714285,36.07142857142857,36.714285714285715
air_5c817ef28f236bdf,2016-09-07,38,Wednesday,0,9,7,2016,36,2,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,22.0,41.0,23.0,52.0,37.857142857142854,35.92857142857143,36.892857142857146
air_5c817ef28f236bdf,2016-09-08,22,Thursday,0,9,8,2016,36,3,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,38.0,10.0,28.0,67.0,37.42857142857143,37.0,36.392857142857146
air_5c817ef28f236bdf,2016-09-09,39,Friday,0,9,9,2016,36,4,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,22.0,32.0,27.0,44.0,39.142857142857146,36.57142857142857,34.785714285714285
air_5c817ef28f236bdf,2016-09-10,68,Saturday,0,9,10,2016,36,5,1,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,39.0,89.0,55.0,44.0,40.142857142857146,37.42857142857143,34.607142857142854
air_5c817ef28f236bdf,2016-09-11,58,Sunday,0,9,11,2016,36,6,1,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,68.0,39.0,54.0,32.0,37.142857142857146,38.357142857142854,35.464285714285715
air_5c817ef28f236bdf,2016-09-12,16,Monday,0,9,12,2016,37,0,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,58.0,32.0,26.0,56.0,39.857142857142854,38.642857142857146,36.392857142857146
air_5c817ef28f236bdf,2016-09-13,25,Tuesday,0,9,13,2016,37,1,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,16.0,22.0,25.0,22.0,37.57142857142857,37.92857142857143,34.964285714285715
air_5c817ef28f236bdf,2016-09-14,20,Wednesday,0,9,14,2016,37,2,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,25.0,38.0,41.0,18.0,38.0,37.92857142857143,35.07142857142857
air_5c817ef28f236bdf,2016-09-15,26,Thursday,0,9,15,2016,37,3,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,20.0,22.0,10.0,23.0,35.42857142857143,36.42857142857143,35.142857142857146
air_5c817ef28f236bdf,2016-09-16,40,Friday,0,9,16,2016,37,4,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,26.0,39.0,32.0,48.0,36.0,37.57142857142857,35.25
air_5c817ef28f236bdf,2016-09-17,75,Saturday,0,9,17,2016,37,5,1,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,40.0,68.0,89.0,55.0,36.142857142857146,38.142857142857146,34.964285714285715
air_5c817ef28f236bdf,2016-09-18,64,Sunday,0,9,18,2016,37,6,1,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,75.0,58.0,39.0,20.0,37.142857142857146,37.142857142857146,35.67857142857143
air_5c817ef28f236bdf,2016-09-19,61,Monday,1,9,19,2016,38,0,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,64.0,16.0,32.0,25.0,38.0,38.92857142857143,37.25
air_5c817ef28f236bdf,2016-09-20,12,Tuesday,0,9,20,2016,38,1,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,61.0,25.0,22.0,24.0,44.42857142857143,41.0,38.535714285714285
air_5c817ef28f236bdf,2016-09-21,40,Wednesday,0,9,21,2016,38,2,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,12.0,20.0,38.0,23.0,42.57142857142857,40.285714285714285,38.107142857142854
air_5c817ef28f236bdf,2016-09-22,49,Thursday,1,9,22,2016,38,3,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,40.0,26.0,22.0,28.0,45.42857142857143,40.42857142857143,38.714285714285715
air_5c817ef28f236bdf,2016-09-23,32,Friday,0,9,23,2016,38,4,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,49.0,40.0,39.0,27.0,48.714285714285715,42.357142857142854,39.464285714285715
air_5c817ef28f236bdf,2016-09-24,67,Saturday,0,9,24,2016,38,5,1,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,32.0,75.0,68.0,55.0,47.57142857142857,41.857142857142854,39.642857142857146
air_5c817ef28f236bdf,2016-09-25,35,Sunday,0,9,25,2016,38,6,1,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,67.0,64.0,58.0,54.0,46.42857142857143,41.785714285714285,40.07142857142857
air_5c817ef28f236bdf,2016-09-26,17,Monday,0,9,26,2016,39,0,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,35.0,61.0,16.0,26.0,42.285714285714285,40.142857142857146,39.392857142857146
air_5c817ef28f236bdf,2016-09-27,31,Tuesday,0,9,27,2016,39,1,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,17.0,12.0,25.0,25.0,36.0,40.214285714285715,39.07142857142857
air_5c817ef28f236bdf,2016-09-28,27,Wednesday,0,9,28,2016,39,2,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,31.0,40.0,20.0,41.0,38.714285714285715,40.642857142857146,39.285714285714285
air_5c817ef28f236bdf,2016-09-29,18,Thursday,0,9,29,2016,39,3,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,27.0,49.0,26.0,10.0,36.857142857142854,41.142857142857146,38.785714285714285
air_5c817ef28f236bdf,2016-09-30,30,Friday,0,9,30,2016,39,4,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,18.0,32.0,40.0,32.0,32.42857142857143,40.57142857142857,39.07142857142857
air_5c817ef28f236bdf,2016-10-01,30,Saturday,0,10,1,2016,39,5,1,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,30.0,67.0,75.0,89.0,32.142857142857146,39.857142857142854,39.0
air_5c817ef28f236bdf,2016-10-02,31,Sunday,0,10,2,2016,39,6,1,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,30.0,35.0,64.0,39.0,26.857142857142858,36.642857142857146,36.892857142857146
air_5c817ef28f236bdf,2016-10-03,30,Monday,0,10,3,2016,40,0,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,31.0,17.0,61.0,32.0,26.285714285714285,34.285714285714285,36.607142857142854
air_5c817ef28f236bdf,2016-10-04,32,Tuesday,0,10,4,2016,40,1,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,30.0,31.0,12.0,22.0,28.142857142857142,32.07142857142857,36.535714285714285
air_5c817ef28f236bdf,2016-10-05,12,Wednesday,0,10,5,2016,40,2,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,32.0,27.0,40.0,38.0,28.285714285714285,33.5,36.892857142857146
air_5c817ef28f236bdf,2016-10-06,8,Thursday,0,10,6,2016,40,3,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,12.0,18.0,49.0,22.0,26.142857142857142,31.5,35.964285714285715
air_5c817ef28f236bdf,2016-10-07,49,Friday,0,10,7,2016,40,4,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,8.0,30.0,32.0,39.0,24.714285714285715,28.571428571428573,35.464285714285715
air_5c817ef28f236bdf,2016-10-08,82,Saturday,0,10,8,2016,40,5,1,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,49.0,30.0,67.0,68.0,27.428571428571427,29.785714285714285,35.82142857142857
air_5c817ef28f236bdf,2016-10-09,69,Sunday,0,10,9,2016,40,6,1,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,82.0,31.0,35.0,58.0,34.857142857142854,30.857142857142858,36.32142857142857
air_5c817ef28f236bdf,2016-10-10,37,Monday,1,10,10,2016,41,0,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,69.0,30.0,17.0,16.0,40.285714285714285,33.285714285714285,36.714285714285715
air_5c817ef28f236bdf,2016-10-11,19,Tuesday,0,10,11,2016,41,1,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,37.0,32.0,31.0,25.0,41.285714285714285,34.714285714285715,37.464285714285715
air_5c817ef28f236bdf,2016-10-12,9,Wednesday,0,10,12,2016,41,2,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,19.0,12.0,27.0,20.0,39.42857142857143,33.857142857142854,37.25
air_5c817ef28f236bdf,2016-10-13,13,Thursday,0,10,13,2016,41,3,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,9.0,8.0,18.0,26.0,39.0,32.57142857142857,36.857142857142854
air_5c817ef28f236bdf,2016-10-14,58,Friday,0,10,14,2016,41,4,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,13.0,49.0,30.0,40.0,39.714285714285715,32.214285714285715,36.392857142857146
air_5c817ef28f236bdf,2016-10-15,66,Saturday,0,10,15,2016,41,5,1,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,58.0,82.0,30.0,75.0,41.0,34.214285714285715,37.035714285714285
air_5c817ef28f236bdf,2016-10-16,37,Sunday,0,10,16,2016,41,6,1,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,66.0,69.0,31.0,64.0,38.714285714285715,36.785714285714285,36.714285714285715
air_5c817ef28f236bdf,2016-10-17,16,Monday,0,10,17,2016,42,0,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,37.0,37.0,30.0,61.0,34.142857142857146,37.214285714285715,35.75
air_5c817ef28f236bdf,2016-10-18,32,Tuesday,0,10,18,2016,42,1,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,16.0,19.0,32.0,12.0,31.142857142857142,36.214285714285715,34.142857142857146
air_5c817ef28f236bdf,2016-10-19,25,Wednesday,0,10,19,2016,42,2,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,32.0,9.0,12.0,40.0,33.0,36.214285714285715,34.857142857142854
air_5c817ef28f236bdf,2016-10-20,20,Thursday,0,10,20,2016,42,3,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,25.0,13.0,8.0,49.0,35.285714285714285,37.142857142857146,34.32142857142857
air_5c817ef28f236bdf,2016-10-21,40,Friday,0,10,21,2016,42,4,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,20.0,58.0,49.0,32.0,36.285714285714285,38.0,33.285714285714285
air_5c817ef28f236bdf,2016-10-22,73,Saturday,0,10,22,2016,42,5,1,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,40.0,66.0,82.0,67.0,33.714285714285715,37.357142857142854,33.57142857142857
air_5c817ef28f236bdf,2016-10-23,32,Sunday,0,10,23,2016,42,6,1,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,73.0,37.0,69.0,35.0,34.714285714285715,36.714285714285715,33.785714285714285
air_5c817ef28f236bdf,2016-10-24,40,Monday,0,10,24,2016,43,0,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,32.0,16.0,37.0,17.0,34.0,34.07142857142857,33.67857142857143
air_5c817ef28f236bdf,2016-10-25,27,Tuesday,0,10,25,2016,43,1,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,40.0,32.0,19.0,31.0,37.42857142857143,34.285714285714285,34.5
air_5c817ef28f236bdf,2016-10-26,18,Wednesday,0,10,26,2016,43,2,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,27.0,25.0,9.0,27.0,36.714285714285715,34.857142857142854,34.357142857142854
air_5c817ef28f236bdf,2016-10-27,33,Thursday,0,10,27,2016,43,3,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,18.0,20.0,13.0,18.0,35.714285714285715,35.5,34.035714285714285
air_5c817ef28f236bdf,2016-10-28,44,Friday,0,10,28,2016,43,4,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,33.0,40.0,58.0,30.0,37.57142857142857,36.92857142857143,34.57142857142857
air_5c817ef28f236bdf,2016-10-29,100,Saturday,0,10,29,2016,43,5,1,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,44.0,73.0,66.0,30.0,38.142857142857146,35.92857142857143,35.07142857142857
air_5c817ef28f236bdf,2016-10-30,59,Sunday,0,10,30,2016,43,6,1,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,100.0,32.0,37.0,31.0,42.0,38.357142857142854,37.57142857142857
air_5c817ef28f236bdf,2016-10-31,51,Monday,0,10,31,2016,44,0,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,59.0,40.0,16.0,30.0,45.857142857142854,39.92857142857143,38.57142857142857
air_5c817ef28f236bdf,2016-11-01,33,Tuesday,0,11,1,2016,44,1,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,51.0,27.0,32.0,32.0,47.42857142857143,42.42857142857143,39.32142857142857
air_5c817ef28f236bdf,2016-11-02,41,Wednesday,0,11,2,2016,44,2,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,33.0,18.0,25.0,12.0,48.285714285714285,42.5,39.357142857142854
air_5c817ef28f236bdf,2016-11-03,61,Thursday,1,11,3,2016,44,3,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,41.0,33.0,20.0,8.0,51.57142857142857,43.642857142857146,40.392857142857146
air_5c817ef28f236bdf,2016-11-04,33,Friday,0,11,4,2016,44,4,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,61.0,44.0,40.0,49.0,55.57142857142857,46.57142857142857,42.285714285714285
air_5c817ef28f236bdf,2016-11-05,66,Saturday,0,11,5,2016,44,5,1,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,33.0,100.0,73.0,82.0,54.0,46.07142857142857,41.714285714285715
air_5c817ef28f236bdf,2016-11-06,24,Sunday,0,11,6,2016,44,6,1,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,66.0,59.0,32.0,69.0,49.142857142857146,45.57142857142857,41.142857142857146
air_5c817ef28f236bdf,2016-11-07,15,Monday,0,11,7,2016,45,0,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,24.0,51.0,40.0,37.0,44.142857142857146,45.0,39.535714285714285
air_5c817ef28f236bdf,2016-11-08,28,Tuesday,0,11,8,2016,45,1,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,15.0,33.0,27.0,19.0,39.0,43.214285714285715,38.75
air_5c817ef28f236bdf,2016-11-09,27,Wednesday,0,11,9,2016,45,2,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,28.0,41.0,18.0,9.0,38.285714285714285,43.285714285714285,39.07142857142857
air_5c817ef28f236bdf,2016-11-10,23,Thursday,0,11,10,2016,45,3,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,27.0,61.0,33.0,13.0,36.285714285714285,43.92857142857143,39.714285714285715
air_5c817ef28f236bdf,2016-11-11,38,Friday,0,11,11,2016,45,4,0,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506,0.0,0.0,0.0,0.0,1,23.0,33.0,44.0,58.0,30.857142857142858,43.214285714285715,40.07142857142857
