air_store_id,visit_date,visitors
air_36bcf77d3382d36e,2016-10-10,41
air_36bcf77d3382d36e,2016-10-11,14
air_36bcf77d3382d36e,2016-10-12,17
air_36bcf77d3382d36e,2016-10-13,13
air_36bcf77d3382d36e,2016-10-14,71
air_36bcf77d3382d36e,2016-10-15,54
air_36bcf77d3382d36e,2016-10-16,45
air_36bcf77d3382d36e,2016-10-17,7
air_36bcf77d3382d36e,2016-10-18,17
air_36bcf77d3382d36e,2016-10-19,23
air_36bcf77d3382d36e,2016-10-20,25
air_36bcf77d3382d36e,2016-10-21,22
air_36bcf77d3382d36e,2016-10-22,43
air_36bcf77d3382d36e,2016-10-23,24
air_36bcf77d3382d36e,2016-10-24,10
air_36bcf77d3382d36e,2016-10-25,25
air_36bcf77d3382d36e,2016-10-26,14
air_36bcf77d3382d36e,2016-10-27,16
air_36bcf77d3382d36e,2016-10-28,23
air_36bcf77d3382d36e,2016-10-29,55
air_36bcf77d3382d36e,2016-10-30,64
air_36bcf77d3382d36e,2016-10-31,39
air_36bcf77d3382d36e,2016-11-01,17
air_36bcf77d3382d36e,2016-11-02,23
air_36bcf77d3382d36e,2016-11-03,44
air_36bcf77d3382d36e,2016-11-04,23
air_36bcf77d3382d36e,2016-11-05,59
air_36bcf77d3382d36e,2016-11-06,40
air_36bcf77d3382d36e,2016-11-07,9
air_36bcf77d3382d36e,2016-11-08,20
air_36bcf77d3382d36e,2016-11-09,15
air_36bcf77d3382d36e,2016-11-10,12
air_36bcf77d3382d36e,2016-11-11,25
air_36bcf77d3382d36e,2016-11-12,44
air_36bcf77d3382d36e,2016-11-13,48
air_36bcf77d3382d36e,2016-11-14,17
air_36bcf77d3382d36e,2016-11-15,22
air_36bcf77d3382d36e,2016-11-16,26
air_36bcf77d3382d36e,2016-11-17,18
air_36bcf77d3382d36e,2016-11-18,24
air_36bcf77d3382d36e,2016-11-19,51
air_36bcf77d3382d36e,2016-11-20,34
air_36bcf77d3382d36e,2016-11-21,14
air_36bcf77d3382d36e,2016-11-22,18
air_36bcf77d3382d36e,2016-11-23,29
air_36bcf77d3382d36e,2016-11-24,20
air_36bcf77d3382d36e,2016-11-25,59
air_36bcf77d3382d36e,2016-11-26,60
air_36bcf77d3382d36e,2016-11-27,55
air_36bcf77d3382d36e,2016-11-28,17
air_36bcf77d3382d36e,2016-11-29,26
air_36bcf77d3382d36e,2016-11-30,13
air_36bcf77d3382d36e,2016-12-01,18
air_36bcf77d3382d36e,2016-12-02,19
air_36bcf77d3382d36e,2016-12-03,60
air_36bcf77d3382d36e,2016-12-04,60
air_36bcf77d3382d36e,2016-12-05,31
air_36bcf77d3382d36e,2016-12-06,24
air_36bcf77d3382d36e,2016-12-07,18
air_36bcf77d3382d36e,2016-12-08,15
air_36bcf77d3382d36e,2016-12-09,26
air_36bcf77d3382d36e,2016-12-10,78
air_36bcf77d3382d36e,2016-12-11,60
air_36bcf77d3382d36e,2016-12-12,10
air_36bcf77d3382d36e,2016-12-13,15
air_36bcf77d3382d36e,2016-12-14,19
air_36bcf77d3382d36e,2016-12-15,25
air_36bcf77d3382d36e,2016-12-16,23
air_36bcf77d3382d36e,2016-12-17,65
air_36bcf77d3382d36e,2016-12-18,32
air_36bcf77d3382d36e,2016-12-19,19
air_36bcf77d3382d36e,2016-12-20,15
air_36bcf77d3382d36e,2016-12-21,24
air_36bcf77d3382d36e,2016-12-22,33
air_36bcf77d3382d36e,2016-12-23,64
air_36bcf77d3382d36e,2016-12-24,81
air_36bcf77d3382d36e,2016-12-25,55
air_36bcf77d3382d36e,2016-12-26,22
air_36bcf77d3382d36e,2016-12-27,19
air_36bcf77d3382d36e,2016-12-28,36
air_36bcf77d3382d36e,2016-12-29,37
air_36bcf77d3382d36e,2016-12-30,37
air_36bcf77d3382d36e,2016-12-31,60
air_36bcf77d3382d36e,2017-01-01,55
air_36bcf77d3382d36e,2017-01-02,27
air_36bcf77d3382d36e,2017-01-03,16
air_36bcf77d3382d36e,2017-01-04,23
air_36bcf77d3382d36e,2017-01-05,28
air_36bcf77d3382d36e,2017-01-06,21
air_36bcf77d3382d36e,2017-01-07,39
air_36bcf77d3382d36e,2017-01-08,41
air_36bcf77d3382d36e,2017-01-09,33
air_36bcf77d3382d36e,2017-01-11,12
air_36bcf77d3382d36e,2017-01-12,16
air_36bcf77d3382d36e,2017-01-13,16
air_36bcf77d3382d36e,2017-01-14,55
air_36bcf77d3382d36e,2017-01-15,55
air_36bcf77d3382d36e,2017-01-16,17
air_36bcf77d3382d36e,2017-01-17,19
air_36bcf77d3382d36e,2017-01-18,25
air_36bcf77d3382d36e,2017-01-19,19
air_36bcf77d3382d36e,2017-01-20,24
air_36bcf77d3382d36e,2017-01-21,57
air_36bcf77d3382d36e,2017-01-22,49
air_36bcf77d3382d36e,2017-01-23,16
air_36bcf77d3382d36e,2017-01-24,35
air_36bcf77d3382d36e,2017-01-25,22
air_36bcf77d3382d36e,2017-01-26,19
air_36bcf77d3382d36e,2017-01-27,29
air_36bcf77d3382d36e,2017-01-28,74
air_36bcf77d3382d36e,2017-01-29,63
air_36bcf77d3382d36e,2017-01-30,7
air_36bcf77d3382d36e,2017-01-31,31
air_36bcf77d3382d36e,2017-02-01,13
air_36bcf77d3382d36e,2017-02-02,18
air_36bcf77d3382d36e,2017-02-03,32
air_36bcf77d3382d36e,2017-02-04,58
air_36bcf77d3382d36e,2017-02-05,45
air_36bcf77d3382d36e,2017-02-06,25
air_36bcf77d3382d36e,2017-02-07,23
air_36bcf77d3382d36e,2017-02-08,19
air_36bcf77d3382d36e,2017-02-09,32
air_36bcf77d3382d36e,2017-02-10,24
air_36bcf77d3382d36e,2017-02-11,49
air_36bcf77d3382d36e,2017-02-12,58
air_36bcf77d3382d36e,2017-02-13,29
air_36bcf77d3382d36e,2017-02-14,43
air_36bcf77d3382d36e,2017-02-15,17
air_36bcf77d3382d36e,2017-02-16,20
air_36bcf77d3382d36e,2017-02-17,20
air_36bcf77d3382d36e,2017-02-18,61
air_36bcf77d3382d36e,2017-02-19,52
air_36bcf77d3382d36e,2017-02-20,14
air_36bcf77d3382d36e,2017-02-21,19
air_36bcf77d3382d36e,2017-02-22,25
air_36bcf77d3382d36e,2017-02-23,23
air_36bcf77d3382d36e,2017-02-24,34
air_36bcf77d3382d36e,2017-02-25,61
air_36bcf77d3382d36e,2017-02-26,57
air_36bcf77d3382d36e,2017-02-27,20
air_36bcf77d3382d36e,2017-02-28,40
air_36bcf77d3382d36e,2017-03-01,20
air_36bcf77d3382d36e,2017-03-02,27
air_36bcf77d3382d36e,2017-03-03,20
air_36bcf77d3382d36e,2017-03-04,62
air_36bcf77d3382d36e,2017-03-05,61
air_36bcf77d3382d36e,2017-03-06,19
air_36bcf77d3382d36e,2017-03-07,19
air_36bcf77d3382d36e,2017-03-08,35
air_36bcf77d3382d36e,2017-03-09,13
air_36bcf77d3382d36e,2017-03-10,34
air_36bcf77d3382d36e,2017-03-11,80
air_36bcf77d3382d36e,2017-03-12,38
air_36bcf77d3382d36e,2017-03-13,17
air_36bcf77d3382d36e,2017-03-14,22
air_36bcf77d3382d36e,2017-03-15,21
air_36bcf77d3382d36e,2017-03-16,24
air_36bcf77d3382d36e,2017-03-17,27
air_36bcf77d3382d36e,2017-03-18,30
air_36bcf77d3382d36e,2017-03-19,41
air_36bcf77d3382d36e,2017-03-20,58
air_36bcf77d3382d36e,2017-03-21,15
air_36bcf77d3382d36e,2017-03-22,14
air_36bcf77d3382d36e,2017-03-23,19
air_36bcf77d3382d36e,2017-03-24,13
air_36bcf77d3382d36e,2017-03-25,62
air_36bcf77d3382d36e,2017-03-26,48
air_36bcf77d3382d36e,2017-03-27,19
air_36bcf77d3382d36e,2017-03-28,20
air_36bcf77d3382d36e,2017-03-29,22
air_36bcf77d3382d36e,2017-03-30,13
air_36bcf77d3382d36e,2017-03-31,22
air_36bcf77d3382d36e,2017-04-01,36
air_36bcf77d3382d36e,2017-04-02,60
air_36bcf77d3382d36e,2017-04-03,17
air_36bcf77d3382d36e,2017-04-04,22
air_36bcf77d3382d36e,2017-04-05,20
air_36bcf77d3382d36e,2017-04-06,19
air_36bcf77d3382d36e,2017-04-07,38
air_36bcf77d3382d36e,2017-04-08,47
air_36bcf77d3382d36e,2017-04-09,67
air_36bcf77d3382d36e,2017-04-10,19
air_36bcf77d3382d36e,2017-04-11,17
air_36bcf77d3382d36e,2017-04-12,15
air_36bcf77d3382d36e,2017-04-13,12
air_36bcf77d3382d36e,2017-04-14,40
air_36bcf77d3382d36e,2017-04-15,66
air_36bcf77d3382d36e,2017-04-16,62
air_36bcf77d3382d36e,2017-04-17,24
air_36bcf77d3382d36e,2017-04-18,13
air_36bcf77d3382d36e,2017-04-19,30
air_36bcf77d3382d36e,2017-04-20,19
air_36bcf77d3382d36e,2017-04-21,21
air_36bcf77d3382d36e,2017-04-22,50
